"","SWBS","Item","Description","Noun 1","Noun 2","NRE","Vendor","Name","PO","Line","Unit Price","Order Qty","Delivered Qty","Committed Qty","Commit Amnt","Delv.date","Acct /Proj /Dept","CLIN","Effort","ECP/REA"
"487","324","324-02-00002-L11","CERTIFICATES, REGULATORY","CERTIFICAT","REGULATORY        ","   ","104359","DRS POWER AN","970569","13","0","1","0","1","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-02-00002-L23","RELEASE FOR MANUFACTURE ","RELEASE FO","                  ","   ","104359","DRS POWER AN","970569","14","0","1","0","1","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-02-00002-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","104359","DRS POWER AN","970569","15","0","1","0","1","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-02-00002-L47","GOVERNMENT INSPECTION   ","INSPECTION","GOVERNMENT        ","   ","104359","DRS POWER AN","970569","16","0","1","0","1","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","    324-02-00003","LOAD CENTER, LC1SA/2SA  ","CENTER    ","LOAD              ","   ","104359","DRS POWER AN","970569","17","0","1","0","1","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-02-00003-L11","CERTIFICATES, REGULATORY","CERTIFICAT","REGULATORY        ","   ","104359","DRS POWER AN","970569","19","0","1","0","1","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-02-00003-L23","RELEASE FOR MANUFACTURE ","RELEASE FO","                  ","   ","104359","DRS POWER AN","970569","20","0","1","0","1","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-02-00003-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","104359","DRS POWER AN","970569","21","0","1","0","1","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-02-00003-L47","GOVERNMENT INSPECTION   ","INSPECTION","GOVERNMENT        ","   ","104359","DRS POWER AN","970569","22","0","1","0","1","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","    324-02-00004","LOAD CENTER, LC3SA/4SA  ","CENTER    ","LOAD              ","   ","104359","DRS POWER AN","970569","23","0","1","0","1","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-02-00004-L11","CERTIFICATES, REGULATORY","CERTIFICAT","REGULATORY        ","   ","104359","DRS POWER AN","970569","25","0","1","0","1","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-02-00004-L23","RELEASE FOR MANUFACTURE ","RELEASE FO","                  ","   ","104359","DRS POWER AN","970569","26","0","1","0","1","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-02-00004-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","104359","DRS POWER AN","970569","27","0","1","0","1","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-02-00004-L47","GOVERNMENT INSPECTION   ","INSPECTION","GOVERNMENT        ","   ","104359","DRS POWER AN","970569","28","0","1","0","1","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-02-00001-P01","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","104359","DRS POWER AN","970569","29","172928.1","1","1","1","172928.1","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-02-00001-P02","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","104359","DRS POWER AN","970569","30","345856.2","1","0","1","345856.2","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-02-00001-P03","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","104359","DRS POWER AN","970569","31","345856.2","1","0","1","345856.2","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-02-00001-P04","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","104359","DRS POWER AN","970569","32","432320.25","1","0","1","432320.25","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-02-00001-P05","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","104359","DRS POWER AN","970569","33","432320.25","1","0","1","432320.25","04/30/2019","       /    /    ","            ","            ",""
"487","324","    324-01-00066","GROUND FAULT DETECTION P","PANEL     ","DETECTION         ","   ","7716","NORTHROP GRU","970590","1","12367.8","2","0","2","24735.6","07/24/2018","       /    /    ","            ","            ",""
"487","324","324-01-00066-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","7716","NORTHROP GRU","970590","2","0","1","0","1","0","07/24/2018","       /    /    ","            ","            ",""
"487","324","324-01-00001-L09","DRAWINGS, FINAL, CERTIFI","DRAWINGS  ","FINAL             ","NRE","104359","DRS POWER AN","970568","30","0","1","0","1","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-01-00001-L10","LIST, SHIP LOOSE PARTS  ","LIST      ","SHIP LOOSE PARTS  ","NRE","104359","DRS POWER AN","970568","31","0","1","0","1","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-01-00002-L09","DRAWINGS, FINAL, CERTIFI","DRAWINGS  ","FINAL             ","NRE","104359","DRS POWER AN","970568","41","0","1","0","1","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-01-00003-L09","DRAWINGS, FINAL, CERTIFI","DRAWINGS  ","FINAL             ","NRE","104359","DRS POWER AN","970568","49","0","1","0","1","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-02-00001-L09","DRAWINGS, FINAL, CERTIFI","DRAWINGS  ","FINAL             ","NRE","104359","DRS POWER AN","970569","5","0","1","0","1","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-02-00002-L09","DRAWINGS, FINAL, CERTIFI","DRAWINGS  ","FINAL             ","NRE","104359","DRS POWER AN","970569","12","0","1","0","1","0","04/30/2019","       /    /    ","            ","            ",""
"PROJECT:","487","","","","","","","","","","","","","","","","","","",""
"SWBS :","324"," 324M - SWITCHGEAR","","","","","","","","","","","","","","","","","",""
"487","324","324-02-00003-L09","DRAWINGS, FINAL, CERTIFI","DRAWINGS  ","FINAL             ","NRE","104359","DRS POWER AN","970569","18","0","1","0","1","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-02-00004-L09","DRAWINGS, FINAL, CERTIFI","DRAWINGS  ","FINAL             ","NRE","104359","DRS POWER AN","970569","24","0","1","0","1","0","04/30/2019","       /    /    ","            ","            ",""
"      ","    ","                ","                        ","          ","                  ","   ","      ","            ","   Total","for","SWBS     ","324    :  4340647.60","","","","","","","",""
"SWBS :","436"," 436M - ELEC ALRM,SAFE&WARN","SYS","","","","","","","","","","","","","","","","",""
"487","436","    436-03-00010","INSWING BRUTE LK W/STRIK","          ","                  ","   ","12930","S&O LOCK SER","653325","5","537.5","11","0","11","5912.5","02/17/2018","       /    /    ","            ","            ",""
"487","436","    436-03-00028","OUTSWING BRUTE LOCK, W S","LOCK      ","BRUTE             ","   ","12930","S&O LOCK SER","653325","9","537.5","3","0","3","1612.5","02/17/2018","       /    /    ","            ","            ",""
"      ","    ","                ","                        ","          ","                  ","   ","      ","            ","   Total","for","SWBS     ","436    :     7525.00","","","","","","","",""
"SWBS :","437"," 437M - INDICATE,ORD&METER","SYS","","","","","","","","","","","","","","","","",""
"487","437","    437-11-00065","TERMINAL LUGS, TYPE J, S","TERMINAL  ","LUG               ","   ","101628","WESCO DISTRI","931199","7","18.84","2","2","2","37.68","01/09/2018","       /    /    ","            ","            ",""
"487","437","    437-11-00066","TERMINAL LUGS, TYPE J, S","TERMINAL  ","LUG               ","   ","101628","WESCO DISTRI","931199","14","20.29","2","2","2","40.58","01/09/2018","       /    /    ","            ","            ",""
"      ","    ","                ","                        ","          ","                  ","   ","      ","            ","   Total","for","SWBS     ",":00:00","78.26","","","","","","",""
"SWBS :","475"," DEGAUSSING","","","","","","","","","","","","","","","","","",""
"487","475","    475-01-00001","DEGAUSSING SYSTEM IAW PT","SYSTEM    ","DEGAUSSING        ","   ","104629","ANGLE INC   ","970562","1","0","1","0","1","0","01/30/2019","       /    /    ","            ","            ",""
"487","475","475-01-00001-801","DEGAUSSING CONTROL UNIT,","UNIT      ","CONTROL           ","   ","104629","ANGLE INC   ","970562","2","0","1","0","1","0","01/30/2019","       /    /    ","            ","            ",""
"487","475","475-01-00001-802","MAGNETOMETER PROBE ASSEM","ASSEMBLY  ","PROBE             ","   ","104629","ANGLE INC   ","970562","3","0","1","0","1","0","01/30/2019","       /    /    ","            ","            ",""
"487","475","475-01-00001-803","DEGAUSSING REMOTE CONTRO","UNIT      ","REMOTE            ","   ","104629","ANGLE INC   ","970562","4","0","1","0","1","0","01/30/2019","       /    /    ","            ","            ",""
"487","475","475-01-00001-804","MAGNETOMETER CABLE W/CON","CABLE     ","MAGNETOMETER      ","   ","104629","ANGLE INC   ","970562","5","0","1","0","1","0","01/30/2019","       /    /    ","            ","            ",""
"487","475","475-01-00001-810","DEGAUSSING POWER SUPPLY ","UNIT      ","POWER SUPPLY      ","   ","104629","ANGLE INC   ","970562","6","0","11","0","11","0","01/30/2019","       /    /    ","            ","            ",""
"487","475","475-01-00001-811","DEGAUSSING POWER SUPPLY ","UNIT      ","POWER SUPPLY      ","   ","104629","ANGLE INC   ","970562","7","0","9","0","9","0","01/30/2019","       /    /    ","            ","            ",""
"487","475","475-01-00001-812","MAGNETOMETER UNIT       ","UNIT      ","DEGAUSSING        ","   ","104629","ANGLE INC   ","970562","8","0","1","0","1","0","01/30/2019","       /    /    ","            ","            ",""
"487","475","475-01-00001-813","ALIGNMENT FIXTURE FOR MA","FIXTURE   ","ALIGNMENT         ","   ","104629","ANGLE INC   ","970562","9","0","1","0","1","0","01/30/2019","       /    /    ","            ","            ",""
"487","475","475-01-00001-L06","REPORT, IN-PLANT TEST   ","REPORT    ","IN PLANT TEST     ","   ","104629","ANGLE INC   ","970562","10","0","1","0","1","0","01/30/2019","       /    /    ","            ","            ",""
"487","475","475-01-00001-L20","SUPPORT, VENDOR         ","SUPPORT   ","VENDOR            ","   ","104629","ANGLE INC   ","970562","11","51611","1","0","1","51611","01/30/2019","       /    /    ","            ","            ",""
"487","475","475-01-00001-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","104629","ANGLE INC   ","970562","12","0","1","0","1","0","01/30/2019","       /    /    ","            ","            ",""
"487","475","475-01-00001-L63","COMPUTER SOFTWARE/PROGRA","COMPUTER  ","SOFTWARE/PROGRAM  ","   ","104629","ANGLE INC   ","970562","13","0","1","0","1","0","01/30/2019","       /    /    ","            ","            ",""
"487","475","475-01-00001-L64","COMPUTER SOFTWARE/PROGRA","COMPUTER  ","SOFTWARE/PROGRAM  ","   ","104629","ANGLE INC   ","970562","14","0","1","0","1","0","01/30/2019","       /    /    ","            ","            ",""
"487","475","475-01-00001-P01","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","104629","ANGLE INC   ","970562","15","550000","1","1","1","550000","12/30/2017","       /    /    ","            ","            ",""
"487","475","475-01-00001-P02","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","104629","ANGLE INC   ","970562","16","400000","1","0","1","400000","04/30/2018","       /    /    ","            ","            ",""
"487","475","475-01-00001-P03","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","104629","ANGLE INC   ","970562","17","300000","1","0","1","300000","06/30/2018","       /    /    ","            ","            ",""
"487","475","475-01-00001-P04","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","104629","ANGLE INC   ","970562","18","200000","1","0","1","200000","08/30/2018","       /    /    ","            ","            ",""
"487","475","475-01-00001-P05","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","104629","ANGLE INC   ","970562","19","94542","1","0","1","94542","01/30/2019","       /    /    ","            ","            ",""
"      ","    ","                ","                        ","          ","                  ","   ","      ","            ","   Total","for","SWBS     ","475    :  1596153.00","","","","","","","",""
"SWBS :","505"," 505M - GEN REQ","FOR PIPE SYS","","","","","","","","","","","","","","","","",""
"487","505","    505-01-00080","ANGLE, 1-1/2 X 1-1/2 X 3","          ","                  ","   ","104757","METALS USA  ","766182","12","28.42","2","0","2","56.84","02/15/2018","       /    /    ","            ","            ",""
"487","505","    505-01-00084","ANGLE,2-1/2"" X 2-1/2"" X ","ANGLE     ","                  ","   ","104757","METALS USA  ","766182","13","64.73","5","0","5","323.65","02/15/2018","       /    /    ","            ","            ",""
"487","505","    505-01-00087","ANGLE,3"" X 3"" X 3/8""    ","ANGLE     ","                  ","   ","104757","METALS USA  ","766182","14","122.33","5","0","5","611.65","02/15/2018","       /    /    ","            ","            ",""
"487","505","    505-01-N9114","BOLT,5/16""-18x4-1/4""LG,3","BOLT      ","                  ","   ","78154","FASTENAL COM","921808","6","4.2","90","0","90","378","02/12/2018","       /    /    ","            ","            ",""
"487","505","    505-03-00209","HOUSE STEM EXT. KIT 20"" ","KIT       ","VALVE             ","   ","102519","EMERSON AUTO","931180","41","511","2","0","2","1022","03/31/2019","       /    /    ","            ","            ",""
"487","505","    505-03-K9093","GASKET, 4"" NAVY PATTERN,","GASKET    ","NAVY PATTERN      ","   ","105079","ROEMING INDU","931330","7","48.2","7","0","7","337.46","03/16/2018","       /    /    ","            ","            ",""
